,filename,label,probability,index
356,26864682_143753682976453_4804810872159469568_n.jpg,text,0.916013241,45
357,26864682_143753682976453_4804810872159469568_n.jpg,font,0.898742855,45
358,26864682_143753682976453_4804810872159469568_n.jpg,graphic design,0.872047484,45
360,26864682_143753682976453_4804810872159469568_n.jpg,poster,0.825695813,45
361,26864682_143753682976453_4804810872159469568_n.jpg,art,0.783160985,45
362,26864682_143753682976453_4804810872159469568_n.jpg,design,0.778241575,45
364,26864810_2009441922714199_3487645218243608576_n.jpg,shoes,0.983393431,46
365,26864810_2009441922714199_3487645218243608576_n.jpg,color,0.962569773,46
369,26864810_2009441922714199_3487645218243608576_n.jpg,product,0.762661994,46
374,26864871_1999414543643277_7072708201795289088_n.jpg,shoes,0.990576327,47
377,26864871_1999414543643277_7072708201795289088_n.jpg,fashion accessory,0.837989748,47
378,26864871_1999414543643277_7072708201795289088_n.jpg,product,0.761509657,47
381,26864921_554557701573056_7853756641752121344_n.jpg,color,0.960986853,48
382,26864921_554557701573056_7853756641752121344_n.jpg,shoes,0.941869736,48
390,26865215_180730129203394_1746130907082784768_n.jpg,color,0.94069171,49
391,26865215_180730129203394_1746130907082784768_n.jpg,mammal,0.925938785,49
392,26865215_180730129203394_1746130907082784768_n.jpg,poster,0.872368276,49
393,26865215_180730129203394_1746130907082784768_n.jpg,text,0.857423246,49
394,26865215_180730129203394_1746130907082784768_n.jpg,graphic design,0.848935783,49
395,26865215_180730129203394_1746130907082784768_n.jpg,font,0.809114933,49
396,26865215_180730129203394_1746130907082784768_n.jpg,horse like mammal,0.781567752,49
397,26865215_180730129203394_1746130907082784768_n.jpg,advertising,0.777796328,49
404,26865320_324027174784334_8853264229533220864_n.jpg,shoes,0.98574537,51
405,26865320_324027174784334_8853264229533220864_n.jpg,color,0.962914884,51
408,26865320_324027174784334_8853264229533220864_n.jpg,product,0.787519872,51
414,26865345_345453552613616_7634891426244853760_n.jpg,text,0.959255099,52
415,26865345_345453552613616_7634891426244853760_n.jpg,font,0.938951969,52
416,26865345_345453552613616_7634891426244853760_n.jpg,color,0.879328549,52
422,26865362_1427054724087584_5949610357386379264_n.jpg,shoes,0.991494536,53
429,26865410_711957225679572_4400595359445811200_n.jpg,text,0.946063995,54
430,26865410_711957225679572_4400595359445811200_n.jpg,font,0.849678993,54
437,26865526_174511403325532_7842357631044812800_n.jpg,shoes,0.986616135,55
439,26865526_174511403325532_7842357631044812800_n.jpg,color,0.954327047,55
440,26865526_174511403325532_7842357631044812800_n.jpg,protective gear in sports,0.915342748,55
442,26865526_174511403325532_7842357631044812800_n.jpg,product,0.832511306,55
444,26865526_174511403325532_7842357631044812800_n.jpg,personal protective equipment,0.785621881,55
445,26865526_174511403325532_7842357631044812800_n.jpg,baseball equipment,0.75728339,55
447,26865588_2097368040493746_3735230712555503616_n.jpg,shoes,0.991955459,56
454,26865640_548697992131060_7218420439100424192_n.jpg,text,0.964496136,57
455,26865640_548697992131060_7218420439100424192_n.jpg,font,0.904325664,57
456,26865640_548697992131060_7218420439100424192_n.jpg,color,0.873852611,57
464,26865669_583963981946547_7311154194679857152_n.jpg,shoes,0.971891642,58
465,26865669_583963981946547_7311154194679857152_n.jpg,color,0.928525686,58
466,26865669_583963981946547_7311154194679857152_n.jpg,mammal,0.925713241,58
468,26865669_583963981946547_7311154194679857152_n.jpg,font,0.781211019,58
469,26865669_583963981946547_7311154194679857152_n.jpg,design,0.75490433,58
474,26865755_1659240640804252_8535789043105923072_n.jpg,shoes,0.993016899,59
477,26865755_1659240640804252_8535789043105923072_n.jpg,product,0.835725546,59
484,26865757_178901409536782_8541383646030856192_n.jpg,shoes,0.992586017,60
486,26865757_178901409536782_8541383646030856192_n.jpg,product,0.856691778,60
494,26865823_2042307339317756_1133734661629935616_n.jpg,color,0.968237698,61
495,26865823_2042307339317756_1133734661629935616_n.jpg,text,0.956742287,61
496,26865823_2042307339317756_1133734661629935616_n.jpg,handwriting,0.901678681,61
497,26865823_2042307339317756_1133734661629935616_n.jpg,font,0.853036165,61
503,26865844_391367877977810_1102873148354723840_n.jpg,text,0.930680215,62
504,26865844_391367877977810_1102873148354723840_n.jpg,color,0.900581241,62
505,26865844_391367877977810_1102873148354723840_n.jpg,font,0.895705044,62
513,26865913_164761034248726_6685900608144146432_n.jpg,shoes,0.991937399,63
516,26865913_164761034248726_6685900608144146432_n.jpg,personal protective equipment,0.770516932,63
520,26865921_1591131260969920_5135472372689666048_n.jpg,shoes,0.993122995,64
523,26865921_1591131260969920_5135472372689666048_n.jpg,product,0.854972184,64
530,26865940_306372436551633_4515893619067977728_n.jpg,shoes,0.972820759,65
532,26865940_306372436551633_4515893619067977728_n.jpg,product,0.777959704,65
535,26865998_167361960708906_2279706316446367744_n.jpg,shoes,0.991300166,66
542,26866079_585786428437640_5637264315393245184_n.jpg,shoes,0.989204764,67
544,26866079_585786428437640_5637264315393245184_n.jpg,fashion accessory,0.800623357,67
551,26866230_336252393542457_4071566281495543808_n.jpg,shoes,0.990378201,69
554,26866230_336252393542457_4071566281495543808_n.jpg,fashion accessory,0.796163201,69
561,26866256_241796122888120_8447927013095768064_n.jpg,color,0.953723669,70
562,26866256_241796122888120_8447927013095768064_n.jpg,shoes,0.952668548,70
563,26866256_241796122888120_8447927013095768064_n.jpg,text,0.912557602,70
564,26866256_241796122888120_8447927013095768064_n.jpg,font,0.89599359,70
565,26866256_241796122888120_8447927013095768064_n.jpg,graphic design,0.871319354,70
567,26866256_241796122888120_8447927013095768064_n.jpg,poster,0.822780669,70
568,26866256_241796122888120_8447927013095768064_n.jpg,design,0.782032669,70
569,26866256_241796122888120_8447927013095768064_n.jpg,art,0.773516536,70
570,26866256_241796122888120_8447927013095768064_n.jpg,product,0.758810401,70
571,26866305_1558386884197192_5091997798891520000_n.jpg,shoes,0.990497291,71
573,26866305_1558386884197192_5091997798891520000_n.jpg,color,0.952175975,71
575,26866305_1558386884197192_5091997798891520000_n.jpg,product,0.794199467,71
581,26866400_191568298109861_2662292429691944960_n.jpg,text,0.939124763,72
582,26866400_191568298109861_2662292429691944960_n.jpg,font,0.860077739,72
583,26866400_191568298109861_2662292429691944960_n.jpg,color,0.856242955,72
591,26866431_184715398958273_3511347222899851264_n.jpg,color,0.96066016,73
592,26866431_184715398958273_3511347222899851264_n.jpg,shoes,0.940285563,73
600,26866585_1575585145890583_325349188625760256_n.jpg,text,0.925424814,74
601,26866585_1575585145890583_325349188625760256_n.jpg,color,0.897389412,74
602,26866585_1575585145890583_325349188625760256_n.jpg,advertising,0.87333858,74
603,26866585_1575585145890583_325349188625760256_n.jpg,font,0.859820187,74
610,26866589_209886399589210_6107647213800783872_n.jpg,text,0.957325161,75
611,26866589_209886399589210_6107647213800783872_n.jpg,font,0.908731401,75
612,26866589_209886399589210_6107647213800783872_n.jpg,color,0.878884733,75
625,26866620_655345181464347_8189363449231310848_n.jpg,text,0.953151464,77
626,26866620_655345181464347_8189363449231310848_n.jpg,font,0.883306861,77
627,26866620_655345181464347_8189363449231310848_n.jpg,color,0.753024697,77
634,26866812_304743006715545_1383364182417604608_n.jpg,shoes,0.98955065,78
636,26866812_304743006715545_1383364182417604608_n.jpg,color,0.955174506,78
639,26866812_304743006715545_1383364182417604608_n.jpg,light,0.824532628,78
640,26866812_304743006715545_1383364182417604608_n.jpg,product,0.803079069,78
644,26866843_207333693178492_3769260825068437504_n.jpg,color,0.968255579,79
645,26866843_207333693178492_3769260825068437504_n.jpg,text,0.955318868,79
646,26866843_207333693178492_3769260825068437504_n.jpg,handwriting,0.895974934,79
647,26866843_207333693178492_3769260825068437504_n.jpg,font,0.8479563,79
657,26867180_1672527212785712_4270564043443404800_n.jpg,text,0.961510777,81
658,26867180_1672527212785712_4270564043443404800_n.jpg,handwriting,0.908268094,81
659,26867180_1672527212785712_4270564043443404800_n.jpg,font,0.857320726,81
660,26867180_1672527212785712_4270564043443404800_n.jpg,color,0.830411792,81
661,26867180_1672527212785712_4270564043443404800_n.jpg,writing,0.750418484,81
666,26867215_1706011616129301_5091763834843037696_n.jpg,shoes,0.971464038,82
667,26867215_1706011616129301_5091763834843037696_n.jpg,color,0.926431775,82
677,26867365_202274120508085_8913097925739937792_n.jpg,shoes,0.992395759,84
680,26867365_202274120508085_8913097925739937792_n.jpg,product,0.836354136,84
687,26867407_963953607091138_3564229016321785856_n.jpg,shoes,0.988786519,85
688,26867407_963953607091138_3564229016321785856_n.jpg,color,0.961556971,85
691,26867407_963953607091138_3564229016321785856_n.jpg,product,0.79572022,85
699,26867467_1715510475176014_361211701690892288_n.jpg,text,0.943092287,87
700,26867467_1715510475176014_361211701690892288_n.jpg,font,0.87759465,87
701,26867467_1715510475176014_361211701690892288_n.jpg,color,0.817790627,87
702,26867467_1715510475176014_361211701690892288_n.jpg,advertising,0.757493675,87
707,26867575_1823906961236094_2621862953346924544_n.jpg,font,0.827425539,88
711,26867656_204607063452319_2483496286938988544_n.jpg,color,0.938584089,89
712,26867656_204607063452319_2483496286938988544_n.jpg,mammal,0.92554152,89
713,26867656_204607063452319_2483496286938988544_n.jpg,poster,0.870875299,89
714,26867656_204607063452319_2483496286938988544_n.jpg,text,0.863534868,89
715,26867656_204607063452319_2483496286938988544_n.jpg,graphic design,0.854084373,89
716,26867656_204607063452319_2483496286938988544_n.jpg,font,0.807456553,89
717,26867656_204607063452319_2483496286938988544_n.jpg,horse like mammal,0.769735992,89
718,26867656_204607063452319_2483496286938988544_n.jpg,advertising,0.766188264,89
721,26867709_144081489601657_1922501419810684928_n.jpg,shoes,0.991794109,90
730,26867729_201519823921145_4120730505844883456_n.jpg,shoes,0.992136121,91
732,26867729_201519823921145_4120730505844883456_n.jpg,product,0.856356621,91
740,26867826_186570522075779_6256793831509852160_n.jpg,shoes,0.990760028,92
743,26867826_186570522075779_6256793831509852160_n.jpg,product,0.801808774,92
750,26867857_588062738238459_2244109086331240448_n.jpg,text,0.93784368,93
751,26867857_588062738238459_2244109086331240448_n.jpg,font,0.894626439,93
760,26868013_549790025383025_7303824068485054464_n.jpg,shoes,0.990384817,94
762,26868013_549790025383025_7303824068485054464_n.jpg,fashion accessory,0.833451807,94
767,26868031_176582379784674_7251515550117920768_n.jpg,shoes,0.990356982,95
769,26868031_176582379784674_7251515550117920768_n.jpg,color,0.954736352,95
773,26868031_176582379784674_7251515550117920768_n.jpg,product,0.819741666,95
777,26868055_145491592795020_2720166310846660608_n.jpg,text,0.958674788,96
778,26868055_145491592795020_2720166310846660608_n.jpg,font,0.902009487,96
779,26868055_145491592795020_2720166310846660608_n.jpg,color,0.855318904,96
785,26868134_547587945604040_1028191453852991488_n.jpg,shoes,0.984275639,97
787,26868134_547587945604040_1028191453852991488_n.jpg,color,0.953628182,97
788,26868134_547587945604040_1028191453852991488_n.jpg,protective gear in sports,0.876973629,97
789,26868134_547587945604040_1028191453852991488_n.jpg,product,0.836456597,97
792,26868134_547587945604040_1028191453852991488_n.jpg,personal protective equipment,0.760114551,97
795,26868364_206284846600818_8925815555831627776_n.jpg,text,0.910335004,98
796,26868364_206284846600818_8925815555831627776_n.jpg,atmosphere,0.783330321,98
797,26868364_206284846600818_8925815555831627776_n.jpg,color,0.781546474,98
798,26868364_206284846600818_8925815555831627776_n.jpg,font,0.759382308,98
805,26868383_157427368247041_547798919413760000_n.jpg,shoes,0.992420614,99
808,26868383_157427368247041_547798919413760000_n.jpg,product,0.839012384,99
815,26868494_2057218504519152_5768035787404738560_n.jpg,shoes,0.988863885,100
818,26868494_2057218504519152_5768035787404738560_n.jpg,product,0.811072409,100
829,26868886_1815357985161547_7156596102861422592_n.jpg,shoes,0.983129144,102
831,26868886_1815357985161547_7156596102861422592_n.jpg,light,0.823462665,102
832,26868886_1815357985161547_7156596102861422592_n.jpg,product,0.790895879,102
840,26869110_203321543552217_6873208267976212480_n.jpg,color,0.949923515,104
841,26869110_203321543552217_6873208267976212480_n.jpg,text,0.947645724,104
843,26869110_203321543552217_6873208267976212480_n.jpg,font,0.884107411,104
850,26869128_2071489456425148_4092642699629297664_n.jpg,shoes,0.988520861,105
853,26869128_2071489456425148_4092642699629297664_n.jpg,product,0.804131091,105
860,26869168_1597860686968378_4212149507510501376_n.jpg,color,0.845338523,106
866,26869176_2031160620498632_5712205739452268544_n.jpg,text,0.894065142,107
867,26869176_2031160620498632_5712205739452268544_n.jpg,advertising,0.846639156,107
868,26869176_2031160620498632_5712205739452268544_n.jpg,font,0.841141999,107
869,26869176_2031160620498632_5712205739452268544_n.jpg,color,0.799984992,107
870,26869176_2031160620498632_5712205739452268544_n.jpg,poster,0.750383139,107
874,26869427_374174249721032_5820857378270085120_n.jpg,text,0.953912675,108
875,26869427_374174249721032_5820857378270085120_n.jpg,font,0.920132279,108
876,26869427_374174249721032_5820857378270085120_n.jpg,color,0.832128823,108
884,26869449_143648349647184_6302066605035618304_n.jpg,color,0.952614248,109
885,26869449_143648349647184_6302066605035618304_n.jpg,mammal,0.926009834,109
887,26869449_143648349647184_6302066605035618304_n.jpg,text,0.893998921,109
888,26869449_143648349647184_6302066605035618304_n.jpg,font,0.850521386,109
889,26869449_143648349647184_6302066605035618304_n.jpg,pattern,0.819096625,109
890,26869449_143648349647184_6302066605035618304_n.jpg,horse like mammal,0.804019272,109
891,26869449_143648349647184_6302066605035618304_n.jpg,design,0.764954746,109
894,26869541_332002107308358_2531028312046698496_n.jpg,shoes,0.990479171,110
897,26869541_332002107308358_2531028312046698496_n.jpg,product,0.830675066,110
904,26869545_2052342618344396_9200010348227198976_n.jpg,shoes,0.989680111,111
905,26869545_2052342618344396_9200010348227198976_n.jpg,color,0.95675236,111
912,26869597_2071871643054337_6119499536831348736_n.jpg,text,0.948458195,112
913,26869597_2071871643054337_6119499536831348736_n.jpg,font,0.883527637,112
922,26869633_167326050561575_7877722280090927104_n.jpg,text,0.942606568,113
923,26869633_167326050561575_7877722280090927104_n.jpg,font,0.862974942,113
924,26869633_167326050561575_7877722280090927104_n.jpg,color,0.824276865,113
925,26869633_167326050561575_7877722280090927104_n.jpg,advertising,0.758261859,113
930,26869684_547444348946781_3268346460147548160_n.jpg,shoes,0.981069863,114
931,26869684_547444348946781_3268346460147548160_n.jpg,color,0.9629094,114
935,26869684_547444348946781_3268346460147548160_n.jpg,maroon,0.849912345,114
938,26869684_547444348946781_3268346460147548160_n.jpg,product,0.785234392,114
940,26869697_196547717597126_3079712931026305024_n.jpg,shoes,0.9889431,115
947,26869742_181518249277409_4405834631136411648_n.jpg,color,0.948743284,116
948,26869742_181518249277409_4405834631136411648_n.jpg,text,0.879141271,116
949,26869742_181518249277409_4405834631136411648_n.jpg,font,0.855445147,116
950,26869742_181518249277409_4405834631136411648_n.jpg,graphic design,0.809446394,116
951,26869742_181518249277409_4405834631136411648_n.jpg,art,0.750066817,116
957,26869810_148532929280924_27419994635632640_n.jpg,shoes,0.985500395,117
958,26869810_148532929280924_27419994635632640_n.jpg,color,0.950279117,117
960,26869810_148532929280924_27419994635632640_n.jpg,light,0.840295553,117
961,26869810_148532929280924_27419994635632640_n.jpg,product,0.777545333,117
962,26869810_148532929280924_27419994635632640_n.jpg,personal protective equipment,0.774825335,117
966,26869831_561274070914618_2396481147170193408_n.jpg,shoes,0.984015942,118
968,26869831_561274070914618_2396481147170193408_n.jpg,color,0.952695072,118
969,26869831_561274070914618_2396481147170193408_n.jpg,protective gear in sports,0.903585613,118
970,26869831_561274070914618_2396481147170193408_n.jpg,product,0.833026946,118
973,26869831_561274070914618_2396481147170193408_n.jpg,personal protective equipment,0.76662612,118
976,26869863_388145261646355_211518317465174016_n.jpg,advertising,0.949574411,119
977,26869863_388145261646355_211518317465174016_n.jpg,billboard,0.892093301,119
979,26869930_362811644183019_7233780500576337920_n.jpg,shoes,0.990356982,120
981,26869930_362811644183019_7233780500576337920_n.jpg,color,0.954736352,120
985,26869930_362811644183019_7233780500576337920_n.jpg,product,0.819741607,120
989,26869960_237221413485667_5723170473131376640_n.jpg,shoes,0.98966825,121
992,26869960_237221413485667_5723170473131376640_n.jpg,color,0.959103763,121
993,26869960_237221413485667_5723170473131376640_n.jpg,fashion accessory,0.803673983,121
999,26870052_166493154077203_2688885505684144128_n.jpg,shoes,0.992950439,122
1001,26870052_166493154077203_2688885505684144128_n.jpg,color,0.947709799,122
1002,26870052_166493154077203_2688885505684144128_n.jpg,product,0.911740899,122
1003,26870052_166493154077203_2688885505684144128_n.jpg,text,0.868140221,122
1007,26870052_166493154077203_2688885505684144128_n.jpg,font,0.806368351,122
1009,26870132_2002577206675689_1930817820820504576_n.jpg,shoes,0.990184724,123
1011,26870132_2002577206675689_1930817820820504576_n.jpg,color,0.955920279,123
1015,26870132_2002577206675689_1930817820820504576_n.jpg,product,0.815826952,123
1019,26870216_158005308189391_2248733035237212160_n.jpg,shoes,0.991542518,124
1025,26870272_190203944910565_1204063720309784576_n.jpg,text,0.938079059,125
1026,26870272_190203944910565_1204063720309784576_n.jpg,font,0.904318631,125
1027,26870272_190203944910565_1204063720309784576_n.jpg,color,0.841433704,125
1028,26870272_190203944910565_1204063720309784576_n.jpg,advertising,0.798019886,125
1029,26870272_190203944910565_1204063720309784576_n.jpg,poster,0.765781701,125
1035,26870280_432997630451168_6104884269929201664_n.jpg,shoes,0.992395759,126
1038,26870280_432997630451168_6104884269929201664_n.jpg,product,0.836354077,126
1045,26870333_440122613073172_2245790707761545216_n.jpg,shoes,0.966912925,127
1046,26870333_440122613073172_2245790707761545216_n.jpg,color,0.959938645,127
1050,26870333_440122613073172_2245790707761545216_n.jpg,product,0.830344319,127
